account_id,signup_date,plan_tier,seats,industry,country,referral_source,is_trial,target_churn,tenure_days,current_plan_tier,current_seats,current_mrr,current_arr,billing_frequency,num_upgrades_180d,num_downgrades_180d,num_plan_changes_180d,sub_tenure_days,total_usage_30d,avg_daily_usage_30d,total_errors_30d,unique_features_30d,total_usage_90d,avg_daily_usage_90d,total_errors_90d,unique_features_90d,avg_feature_duration_sec_overall,num_tickets_90d,avg_resolution_days_90d,avg_satisfaction_90d,num_escalations_90d,overall_avg_resolution_days,overall_avg_satisfaction,pct_high_priority_tickets_overall
A-e60f9d,2024-08-26,Basic,29,FinTech,US,other,False,0,36,Pro,29.0,1421.0,17052.0,monthly,0.0,0.0,0.0,14,41.0,10.25,0.0,4.0,89.0,8.9,3.0,9.0,260.63157894736844,0.0,0.0,0.0,0.0,2.9375,0.0,1.0
A-88c6ca,2024-10-25,Basic,5,FinTech,DE,ads,False,0,-24,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,21.0,10.5,2.0,2.0,70.0,10.0,5.0,7.0,278.5945945945946,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,1.0
A-158f4e,2023-03-03,Enterprise,61,FinTech,IN,other,False,1,578,Basic,61.0,1159.0,13908.0,annual,0.0,0.0,0.0,28,11.0,11.0,0.0,1.0,54.0,10.8,0.0,5.0,273.9111111111111,1.0,2.7916666666666665,4.0,0.0,1.15,4.333333333333333,0.6
A-5b051a,2024-08-05,Enterprise,22,Cybersecurity,US,event,False,0,57,Basic,22.0,418.0,5016.0,monthly,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,23.0,11.5,6.0,2.0,321.6666666666667,0.0,0.0,0.0,0.0,0.08333333333333333,3.0,1.0
A-296d7c,2023-11-08,Enterprise,2,DevTools,DE,other,False,1,328,Pro,16.0,784.0,9408.0,annual,0.0,0.0,3.0,45,26.0,13.0,0.0,2.0,40.0,13.333333333333334,0.0,3.0,374.46666666666664,2.0,2.0833333333333335,4.0,0.0,2.1,3.75,0.4
A-1619f8,2024-05-20,Pro,29,DevTools,US,organic,False,0,134,Basic,29.0,551.0,6612.0,monthly,0.0,0.0,2.0,72,24.0,12.0,3.0,2.0,105.0,10.5,4.0,9.0,310.2894736842105,0.0,0.0,0.0,0.0,1.6458333333333335,5.0,0.0
A-a1b80b,2023-11-27,Basic,16,HealthTech,US,organic,False,0,309,Enterprise,16.0,3184.0,38208.0,annual,2.0,1.0,10.0,12,36.0,12.0,1.0,3.0,68.0,11.333333333333334,1.0,6.0,319.4561403508772,1.0,1.5,5.0,0.0,1.7083333333333335,4.0,0.25
A-139c3b,2024-11-21,Enterprise,10,HealthTech,US,organic,True,0,-51,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,23.0,11.5,0.0,2.0,60.0,12.0,1.0,4.0,298.0,1.0,0.4583333333333333,0.0,0.0,1.119047619047619,4.5,0.5714285714285714
A-702032,2023-10-03,Pro,28,HealthTech,US,ads,False,0,364,Basic,28.0,0.0,0.0,monthly,0.0,0.0,1.0,86,12.0,6.0,0.0,2.0,30.0,7.5,0.0,4.0,335.9130434782609,2.0,0.3333333333333333,3.0,0.0,1.0833333333333333,3.0,0.25
A-7a0d69,2024-06-15,Enterprise,4,DevTools,DE,ads,True,1,108,Pro,4.0,196.0,2352.0,monthly,1.0,0.0,6.0,3,66.0,11.0,4.0,5.0,150.0,10.714285714285714,10.0,13.0,302.13461538461536,1.0,1.5,0.0,0.0,1.2083333333333333,5.0,1.0
A-22d9d2,2024-03-22,Pro,8,DevTools,FR,event,False,1,193,Pro,30.0,1470.0,17640.0,annual,0.0,0.0,7.0,53,20.0,10.0,2.0,2.0,102.0,11.333333333333334,2.0,8.0,322.296875,1.0,0.5833333333333334,0.0,0.0,0.7666666666666667,4.333333333333333,0.6
A-b9eed8,2024-02-23,Basic,11,Cybersecurity,US,organic,False,0,221,Basic,17.0,323.0,3876.0,annual,0.0,3.0,5.0,35,50.0,12.5,3.0,4.0,78.0,13.0,4.0,6.0,279.3018867924528,1.0,0.9583333333333334,4.0,0.0,1.2166666666666666,3.75,0.4
A-dfbd31,2023-12-04,Enterprise,14,DevTools,UK,partner,False,1,302,Pro,43.0,2107.0,25284.0,monthly,1.0,0.0,5.0,14,75.0,12.5,5.0,5.0,120.0,12.0,5.0,7.0,301.0,0.0,0.0,0.0,0.0,1.3333333333333335,4.25,0.4
A-8e47ca,2024-02-15,Pro,19,HealthTech,US,organic,False,0,229,Enterprise,19.0,3781.0,45372.0,monthly,0.0,0.0,4.0,39,49.0,9.8,3.0,5.0,84.0,9.333333333333334,3.0,9.0,313.5813953488372,0.0,0.0,0.0,0.0,1.3916666666666668,4.0,0.6
A-4437e4,2023-09-16,Enterprise,3,Cybersecurity,US,event,False,0,381,Pro,4.0,0.0,0.0,annual,3.0,0.0,7.0,32,68.0,11.333333333333334,2.0,6.0,99.0,11.0,4.0,8.0,322.57894736842104,1.0,1.5416666666666667,0.0,0.0,1.9583333333333335,3.0,0.5
A-779e4e,2023-01-02,Basic,5,HealthTech,US,organic,False,0,638,Basic,98.0,1862.0,22344.0,annual,0.0,0.0,3.0,13,28.0,9.333333333333334,0.0,3.0,65.0,10.833333333333334,1.0,6.0,292.65,0.0,0.0,0.0,0.0,0.96875,3.6666666666666665,0.75
A-53f4e3,2024-06-14,Enterprise,13,Cybersecurity,UK,event,False,1,109,Basic,22.0,418.0,5016.0,annual,0.0,0.0,2.0,10,21.0,10.5,3.0,2.0,73.0,9.125,9.0,7.0,321.3333333333333,1.0,1.625,5.0,0.0,1.1916666666666669,4.0,1.0
A-692f18,2024-03-28,Basic,5,EdTech,US,other,True,1,187,Pro,9.0,0.0,0.0,annual,1.0,1.0,12.0,4,30.0,10.0,1.0,3.0,93.0,8.454545454545455,10.0,11.0,305.2631578947368,1.0,2.2916666666666665,5.0,0.0,2.2916666666666665,5.0,1.0
A-13466a,2023-10-22,Basic,2,DevTools,AU,event,False,0,345,Basic,9.0,171.0,2052.0,annual,0.0,0.0,3.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.44444444444446,0.0,0.0,0.0,0.0,0.5416666666666666,5.0,1.0
A-1986ca,2023-01-30,Pro,20,HealthTech,IN,ads,False,0,610,Enterprise,20.0,3980.0,47760.0,monthly,1.0,0.0,3.0,7,0.0,0.0,0.0,0.0,58.0,9.666666666666666,6.0,4.0,269.5151515151515,3.0,2.194444444444444,3.0,0.0,1.5238095238095237,3.4,0.7142857142857143
A-0cc442,2024-07-18,Basic,45,EdTech,US,organic,False,1,75,Basic,45.0,855.0,10260.0,monthly,3.0,1.0,6.0,6,26.0,8.666666666666666,2.0,3.0,86.0,8.6,4.0,7.0,308.45588235294116,0.0,0.0,0.0,0.0,1.5416666666666667,3.0,0.3333333333333333
A-c608c8,2023-04-27,Pro,3,DevTools,DE,ads,False,0,523,Basic,5.0,95.0,1140.0,monthly,0.0,0.0,1.0,34,10.0,10.0,0.0,1.0,46.0,11.5,1.0,4.0,335.97297297297297,1.0,2.4166666666666665,0.0,0.0,2.458333333333333,3.0,0.0
A-3be56b,2023-10-26,Pro,3,HealthTech,IN,event,False,0,341,Basic,37.0,703.0,8436.0,monthly,1.0,1.0,6.0,39,20.0,10.0,1.0,2.0,68.0,11.333333333333334,2.0,6.0,311.81632653061223,0.0,0.0,0.0,0.0,1.6770833333333333,3.5,0.0
A-354f12,2024-04-28,Pro,1,FinTech,US,ads,True,0,156,Enterprise,1.0,199.0,2388.0,monthly,0.0,1.0,1.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.75,0.0,0.0,0.0,0.0,2.3541666666666665,0.0,0.0
A-68f37c,2023-07-15,Basic,4,HealthTech,US,ads,False,1,444,Pro,15.0,735.0,8820.0,annual,0.0,0.0,1.0,61,28.0,9.333333333333334,3.0,3.0,85.0,9.444444444444445,6.0,9.0,315.35593220338984,1.0,0.7083333333333334,4.0,0.0,0.6041666666666667,4.0,0.5
A-aa9511,2023-10-10,Pro,23,DevTools,US,other,True,0,357,Enterprise,58.0,0.0,0.0,monthly,0.0,0.0,6.0,8,19.0,9.5,0.0,2.0,49.0,9.8,0.0,4.0,305.85185185185185,0.0,0.0,0.0,0.0,2.354166666666667,4.0,1.0
A-af0cd2,2023-01-03,Enterprise,19,Cybersecurity,IN,other,True,0,637,Basic,19.0,361.0,4332.0,monthly,0.0,0.0,2.0,4,0.0,0.0,0.0,0.0,33.0,11.0,0.0,3.0,326.05263157894734,0.0,0.0,0.0,0.0,2.263888888888889,0.0,0.3333333333333333
A-bd4513,2024-11-06,Enterprise,50,DevTools,AU,event,True,1,-36,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,37.0,9.25,5.0,4.0,74.0,9.25,10.0,7.0,315.9767441860465,0.0,0.0,0.0,0.0,2.416666666666667,4.5,0.0
A-c222ab,2024-05-10,Pro,32,Cybersecurity,US,other,False,1,144,Enterprise,32.0,6368.0,76416.0,monthly,0.0,0.0,2.0,12,11.0,11.0,0.0,1.0,47.0,9.4,6.0,5.0,326.30555555555554,1.0,1.5416666666666667,0.0,0.0,1.5416666666666667,0.0,1.0
A-34d880,2024-04-11,Enterprise,4,Cybersecurity,AU,ads,False,1,173,Basic,41.0,779.0,9348.0,monthly,0.0,0.0,6.0,51,19.0,9.5,0.0,2.0,44.0,8.8,3.0,5.0,280.0243902439024,1.0,1.3333333333333333,3.0,0.0,1.875,3.0,0.3333333333333333
A-508199,2024-01-28,Basic,19,FinTech,AU,event,False,0,247,Enterprise,19.0,3781.0,45372.0,annual,0.0,0.0,0.0,158,0.0,0.0,0.0,0.0,37.0,12.333333333333334,0.0,2.0,328.75,1.0,2.0,0.0,0.0,2.111111111111111,3.0,0.3333333333333333
A-f03140,2023-11-22,Pro,27,DevTools,IN,event,True,1,314,Enterprise,27.0,5373.0,64476.0,monthly,0.0,1.0,4.0,76,27.0,13.5,0.0,2.0,61.0,12.2,0.0,5.0,328.42,0.0,0.0,0.0,0.0,1.5,3.6666666666666665,0.42857142857142855
A-410e86,2024-11-10,Basic,24,FinTech,US,organic,False,0,-40,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,21.0,10.5,1.0,2.0,21.0,10.5,1.0,2.0,357.0740740740741,0.0,0.0,0.0,0.0,1.775,3.5,0.2
A-fa2041,2024-05-29,Pro,15,HealthTech,US,organic,True,0,125,Pro,21.0,1029.0,12348.0,monthly,0.0,0.0,7.0,43,0.0,0.0,0.0,0.0,26.0,6.5,2.0,4.0,292.9423076923077,0.0,0.0,0.0,0.0,0.6666666666666666,3.0,0.0
A-de58ca,2023-04-13,Enterprise,15,HealthTech,DE,organic,False,0,537,Enterprise,36.0,7164.0,85968.0,annual,0.0,0.0,2.0,30,9.0,9.0,0.0,1.0,37.0,7.4,0.0,5.0,283.64444444444445,1.0,1.75,3.0,0.0,1.2395833333333335,3.0,0.25
A-05d3b3,2023-05-28,Basic,9,DevTools,AU,ads,True,0,492,Enterprise,19.0,3781.0,45372.0,annual,0.0,0.0,4.0,0,60.0,12.0,0.0,5.0,125.0,9.615384615384615,2.0,10.0,301.17241379310343,1.0,0.625,5.0,0.0,1.0416666666666667,4.333333333333333,0.4
A-249769,2024-04-25,Enterprise,4,Cybersecurity,US,event,False,1,159,Basic,21.0,399.0,4788.0,annual,0.0,0.0,8.0,7,16.0,8.0,0.0,2.0,98.0,8.909090909090908,2.0,9.0,278.09090909090907,1.0,0.6666666666666666,3.0,0.0,0.6666666666666666,3.0,1.0
A-e43bf7,2023-03-24,Pro,44,Cybersecurity,AU,other,False,0,557,Enterprise,44.0,8756.0,105072.0,annual,0.0,0.0,1.0,65,7.0,7.0,0.0,1.0,17.0,8.5,2.0,2.0,273.9166666666667,1.0,1.125,0.0,0.0,1.1527777777777777,5.0,0.6666666666666666
A-eb2fdc,2023-11-21,Enterprise,31,DevTools,AU,organic,False,0,315,Enterprise,31.0,6169.0,74028.0,annual,0.0,0.0,6.0,86,40.0,10.0,2.0,4.0,84.0,10.5,2.0,8.0,327.97872340425533,0.0,0.0,0.0,0.0,1.4,4.5,0.0
A-e1462e,2023-03-12,Basic,15,FinTech,UK,partner,False,1,569,Pro,46.0,2254.0,27048.0,annual,0.0,0.0,0.0,86,11.0,11.0,0.0,1.0,49.0,9.8,2.0,4.0,303.78125,1.0,0.5,3.0,0.0,1.6458333333333333,3.5,1.0
A-cab532,2023-04-03,Pro,11,DevTools,FR,organic,True,0,547,Pro,23.0,1127.0,13524.0,annual,1.0,1.0,4.0,70,62.0,10.333333333333334,0.0,6.0,139.0,9.928571428571429,3.0,13.0,277.60227272727275,0.0,0.0,0.0,0.0,1.3333333333333333,4.0,0.0
A-9123ac,2023-06-20,Pro,9,Cybersecurity,DE,organic,False,1,469,Pro,9.0,441.0,5292.0,annual,0.0,1.0,2.0,116,9.0,9.0,0.0,1.0,9.0,9.0,0.0,1.0,317.6,2.0,0.5625,5.0,0.0,1.3854166666666667,4.666666666666667,0.5
A-6e08f3,2023-02-27,Basic,8,Cybersecurity,US,event,False,0,582,Pro,18.0,882.0,10584.0,annual,0.0,1.0,3.0,51,34.0,8.5,5.0,4.0,51.0,8.5,7.0,6.0,307.390243902439,1.0,1.9583333333333333,4.0,0.0,1.5208333333333333,3.5,0.5
A-d922bf,2023-09-08,Basic,5,HealthTech,US,ads,True,1,389,Enterprise,15.0,2985.0,35820.0,annual,0.0,0.0,2.0,30,40.0,10.0,0.0,4.0,47.0,9.4,0.0,5.0,318.02777777777777,1.0,0.9583333333333334,3.0,0.0,1.630952380952381,3.3333333333333335,0.2857142857142857
A-8ed5dd,2023-06-29,Enterprise,5,EdTech,UK,event,False,1,460,Basic,23.0,437.0,5244.0,monthly,1.0,0.0,2.0,24,11.0,11.0,1.0,1.0,57.0,11.4,6.0,5.0,324.1666666666667,0.0,0.0,0.0,0.0,1.3833333333333333,4.0,0.6
A-7c6b6b,2024-11-30,Basic,6,FinTech,US,other,False,1,-60,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,6.0,6.0,0.0,1.0,23.0,7.666666666666667,0.0,3.0,240.6451612903226,1.0,2.8333333333333335,0.0,0.0,2.175,4.333333333333333,0.4
A-3c1a3f,2023-08-26,Pro,1,DevTools,UK,event,False,0,402,Enterprise,3.0,597.0,7164.0,annual,0.0,1.0,2.0,1,38.0,12.666666666666666,3.0,3.0,56.0,9.333333333333334,7.0,6.0,318.97777777777776,0.0,0.0,0.0,0.0,1.3854166666666665,3.5,0.25
A-b48f73,2024-11-13,Pro,80,EdTech,AU,event,True,0,-43,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,10.0,10.0,0.0,1.0,25.0,8.333333333333334,0.0,3.0,295.54761904761904,0.0,0.0,0.0,0.0,1.1944444444444444,4.0,0.6666666666666666
A-76fa4d,2024-11-24,Pro,69,HealthTech,US,event,False,1,-54,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,0.0,0.0,0.0,0.0,25.0,8.333333333333334,6.0,3.0,335.53333333333336,0.0,0.0,0.0,0.0,1.125,4.666666666666667,0.5
A-b2af2e,2024-08-24,Enterprise,5,Cybersecurity,UK,event,False,1,38,Pro,18.0,882.0,10584.0,monthly,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,12.0,12.0,0.0,1.0,342.93333333333334,0.0,0.0,0.0,0.0,1.6458333333333335,4.0,0.0
A-9bfc9f,2023-09-14,Pro,53,DevTools,CA,ads,False,0,383,Pro,60.0,2940.0,35280.0,monthly,1.0,1.0,2.0,63,9.0,9.0,0.0,1.0,38.0,9.5,4.0,4.0,283.0571428571429,2.0,1.25,0.0,0.0,1.472222222222222,3.3333333333333335,0.5
A-4ae22a,2024-05-09,Pro,6,EdTech,US,other,False,0,145,Basic,28.0,532.0,6384.0,monthly,0.0,0.0,3.0,7,28.0,14.0,1.0,2.0,38.0,12.666666666666666,1.0,3.0,371.3333333333333,1.0,0.375,0.0,0.0,0.5972222222222222,3.0,0.3333333333333333
A-fda07f,2024-08-11,Basic,7,Cybersecurity,FR,partner,False,0,51,Enterprise,27.0,5373.0,64476.0,annual,2.0,0.0,4.0,0,48.0,12.0,1.0,4.0,111.0,11.1,3.0,10.0,327.135593220339,2.0,0.33333333333333337,4.5,0.0,0.7416666666666667,4.0,0.6
A-de24d5,2024-11-05,Enterprise,5,DevTools,US,other,True,0,-35,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,61.0,12.2,3.0,5.0,90.0,11.25,8.0,8.0,266.0,0.0,0.0,0.0,0.0,1.784722222222222,3.0,0.3333333333333333
A-977ca0,2023-02-20,Basic,6,HealthTech,IN,partner,False,0,589,Pro,35.0,1715.0,20580.0,monthly,1.0,0.0,4.0,60,16.0,8.0,0.0,2.0,112.0,11.2,1.0,9.0,268.0,0.0,0.0,0.0,0.0,2.666666666666667,0.0,0.5
A-ab438f,2024-09-13,Enterprise,13,Cybersecurity,US,ads,False,1,18,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,10.0,10.0,0.0,1.0,46.0,9.2,0.0,5.0,292.24242424242425,0.0,0.0,0.0,0.0,1.3958333333333333,3.5,1.0
A-e89151,2023-09-14,Pro,8,FinTech,UK,organic,True,0,383,Basic,8.0,152.0,1824.0,monthly,1.0,0.0,2.0,131,20.0,10.0,0.0,2.0,28.0,9.333333333333334,0.0,3.0,318.88,0.0,0.0,0.0,0.0,2.25,5.0,0.0
A-40906c,2024-03-27,Basic,92,EdTech,US,ads,False,0,188,Pro,92.0,4508.0,54096.0,monthly,0.0,0.0,6.0,3,13.0,13.0,0.0,1.0,48.0,12.0,2.0,4.0,318.17857142857144,1.0,0.20833333333333334,5.0,0.0,0.22916666666666669,4.0,0.0
A-81edc3,2023-10-30,Basic,5,Cybersecurity,IN,ads,False,1,337,Enterprise,44.0,8756.0,105072.0,annual,1.0,0.0,3.0,29,9.0,9.0,2.0,1.0,75.0,12.5,4.0,5.0,306.344262295082,0.0,0.0,0.0,0.0,2.194444444444444,4.0,1.0
A-328bd0,2023-05-16,Enterprise,18,HealthTech,AU,partner,False,0,504,Basic,18.0,342.0,4104.0,monthly,1.0,0.0,3.0,42,18.0,9.0,2.0,2.0,66.0,9.428571428571429,5.0,5.0,299.28846153846155,2.0,2.8125,4.0,0.0,1.9166666666666667,3.6666666666666665,0.4
A-b3fe05,2024-05-28,Pro,8,Cybersecurity,CA,partner,False,0,126,Enterprise,17.0,3383.0,40596.0,annual,0.0,0.0,2.0,28,32.0,10.666666666666666,3.0,3.0,77.0,9.625,5.0,8.0,314.575,0.0,0.0,0.0,0.0,1.8055555555555554,3.0,1.0
A-09540c,2023-10-30,Basic,67,Cybersecurity,CA,event,True,0,337,Basic,67.0,1273.0,15276.0,monthly,1.0,1.0,3.0,58,16.0,16.0,0.0,1.0,64.0,12.8,4.0,5.0,317.4583333333333,0.0,0.0,0.0,0.0,1.1666666666666665,4.5,0.5
A-e693b6,2023-05-25,Enterprise,55,FinTech,AU,event,False,1,495,Basic,55.0,1045.0,12540.0,monthly,0.0,0.0,5.0,5,7.0,7.0,0.0,1.0,31.0,7.75,1.0,4.0,295.859649122807,0.0,0.0,0.0,0.0,0.041666666666666664,3.0,1.0
A-2446e3,2024-01-10,Pro,27,EdTech,IN,organic,False,0,265,Enterprise,27.0,5373.0,64476.0,annual,0.0,0.0,3.0,15,0.0,0.0,0.0,0.0,65.0,10.833333333333334,3.0,6.0,288.609756097561,0.0,0.0,0.0,0.0,1.625,4.0,0.5
A-241e75,2024-07-03,Enterprise,3,EdTech,US,partner,False,1,90,Pro,13.0,637.0,7644.0,annual,0.0,1.0,3.0,2,11.0,11.0,0.0,1.0,22.0,11.0,3.0,2.0,333.7916666666667,1.0,1.0833333333333333,5.0,0.0,1.3125,4.5,0.25
A-922109,2024-01-26,Pro,3,Cybersecurity,US,ads,False,1,249,Pro,8.0,392.0,4704.0,annual,0.0,0.0,6.0,4,35.0,8.75,1.0,4.0,120.0,10.909090909090908,2.0,10.0,337.37142857142857,0.0,0.0,0.0,0.0,1.0555555555555556,3.0,0.3333333333333333
A-ff3c73,2023-01-26,Pro,21,HealthTech,AU,other,False,0,614,Basic,21.0,399.0,4788.0,annual,1.0,0.0,2.0,8,0.0,0.0,0.0,0.0,23.0,7.666666666666667,1.0,3.0,333.05882352941177,0.0,0.0,0.0,0.0,1.4791666666666667,3.5,0.5
A-8b0451,2024-09-16,Enterprise,41,FinTech,UK,event,False,1,15,Basic,41.0,779.0,9348.0,monthly,0.0,0.0,0.0,10,34.0,8.5,4.0,3.0,98.0,10.88888888888889,8.0,8.0,280.85185185185185,0.0,0.0,0.0,0.0,0.75,3.6666666666666665,0.6
A-331424,2023-11-06,Basic,11,DevTools,US,organic,False,0,330,Enterprise,11.0,2189.0,26268.0,monthly,0.0,0.0,1.0,34,12.0,12.0,0.0,1.0,46.0,11.5,4.0,4.0,351.72222222222223,0.0,0.0,0.0,0.0,1.0208333333333333,0.0,0.0
A-51ec1b,2023-11-08,Enterprise,7,DevTools,US,ads,False,0,328,Enterprise,18.0,3582.0,42984.0,monthly,0.0,0.0,0.0,57,17.0,8.5,1.0,2.0,40.0,10.0,1.0,4.0,382.7037037037037,1.0,2.9583333333333335,0.0,1.0,2.180555555555556,5.0,0.3333333333333333
A-bcf664,2023-05-19,Pro,5,DevTools,US,other,False,1,501,Basic,6.0,114.0,1368.0,monthly,0.0,0.0,2.0,29,18.0,9.0,0.0,2.0,68.0,9.714285714285714,4.0,7.0,315.0652173913044,1.0,3.0,0.0,0.0,1.8541666666666667,4.0,0.75
A-90a8c8,2024-08-24,Pro,15,FinTech,AU,organic,False,0,38,Enterprise,28.0,5572.0,66864.0,annual,2.0,0.0,3.0,10,31.0,10.333333333333334,3.0,3.0,62.0,10.333333333333334,6.0,5.0,323.7837837837838,0.0,0.0,0.0,0.0,1.875,3.25,0.5
A-86cdb4,2024-09-22,Basic,2,DevTools,DE,partner,False,0,9,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,15.0,7.5,0.0,2.0,30.0,7.5,0.0,4.0,357.10526315789474,0.0,0.0,0.0,0.0,1.75,5.0,0.6666666666666666
A-4bfa33,2024-12-07,Basic,8,Cybersecurity,US,event,True,1,-67,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,9.0,9.0,0.0,1.0,35.0,8.75,2.0,4.0,240.0,0.0,0.0,0.0,0.0,0.6875,3.6666666666666665,0.75
A-dbc825,2024-01-07,Enterprise,19,EdTech,FR,partner,False,0,268,Enterprise,45.0,8955.0,107460.0,monthly,1.0,0.0,9.0,63,25.0,8.333333333333334,0.0,3.0,144.0,11.076923076923077,5.0,11.0,314.672131147541,1.0,0.9166666666666666,0.0,0.0,2.1416666666666666,3.0,0.6
A-c70870,2024-10-22,Basic,31,Cybersecurity,US,partner,False,1,-21,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,0.0,0.0,0.0,0.0,25.0,12.5,0.0,2.0,303.3703703703704,2.0,1.6458333333333333,3.0,0.0,1.4833333333333332,4.0,0.2
A-7c4956,2023-05-06,Enterprise,5,DevTools,US,ads,False,0,514,Enterprise,6.0,1194.0,14328.0,annual,0.0,0.0,0.0,48,11.0,11.0,3.0,1.0,48.0,9.6,3.0,5.0,259.8205128205128,1.0,0.7916666666666666,0.0,0.0,0.625,4.0,1.0
A-0651a4,2024-10-16,Pro,16,HealthTech,FR,organic,False,1,-15,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,0.0,0.0,0.0,0.0,54.0,10.8,1.0,5.0,300.89473684210526,1.0,2.75,5.0,0.0,1.21875,4.0,1.0
A-3ce5b8,2023-09-07,Basic,8,FinTech,IN,ads,False,0,390,Basic,8.0,152.0,1824.0,monthly,0.0,0.0,4.0,1,17.0,8.5,1.0,2.0,44.0,8.8,2.0,5.0,301.25,1.0,1.7083333333333333,4.0,0.0,1.6041666666666667,4.0,0.625
A-bd4708,2024-07-21,Pro,37,FinTech,US,ads,True,0,72,Basic,37.0,703.0,8436.0,monthly,0.0,0.0,4.0,16,17.0,8.5,0.0,2.0,123.0,10.25,1.0,11.0,325.3272727272727,0.0,0.0,0.0,0.0,0.8333333333333333,4.0,0.5
A-993085,2023-06-01,Basic,31,HealthTech,US,ads,True,0,488,Pro,33.0,1617.0,19404.0,monthly,1.0,0.0,5.0,8,33.0,8.25,9.0,4.0,117.0,9.0,11.0,12.0,312.75,0.0,0.0,0.0,0.0,2.0694444444444446,4.0,0.3333333333333333
A-92a3af,2024-07-07,Enterprise,25,Cybersecurity,IN,organic,False,0,86,Enterprise,27.0,5373.0,64476.0,monthly,0.0,1.0,6.0,12,11.0,11.0,3.0,1.0,85.0,10.625,14.0,8.0,302.9642857142857,0.0,0.0,0.0,0.0,2.3958333333333335,4.0,0.25
A-151c9a,2023-01-27,Enterprise,23,FinTech,US,ads,False,0,613,Pro,52.0,2548.0,30576.0,monthly,0.0,0.0,1.0,97,11.0,11.0,0.0,1.0,47.0,11.75,0.0,4.0,330.85714285714283,0.0,0.0,0.0,0.0,1.2916666666666667,3.5,0.5
A-474ad4,2023-11-28,Basic,8,EdTech,US,organic,False,0,308,Pro,8.0,392.0,4704.0,monthly,0.0,0.0,3.0,18,78.0,9.75,2.0,7.0,145.0,9.666666666666666,5.0,12.0,300.6181818181818,0.0,0.0,0.0,0.0,1.375,5.0,0.3333333333333333
A-4ef964,2024-03-07,Pro,17,HealthTech,US,organic,False,0,208,Basic,38.0,722.0,8664.0,monthly,0.0,0.0,5.0,4,17.0,8.5,5.0,2.0,52.0,10.4,10.0,5.0,306.85714285714283,0.0,0.0,0.0,0.0,1.3125,3.0,0.5
A-fd9422,2024-04-04,Pro,58,Cybersecurity,US,organic,False,0,180,Basic,58.0,1102.0,13224.0,annual,1.0,0.0,4.0,0,35.0,11.666666666666666,0.0,3.0,97.0,10.777777777777779,0.0,9.0,306.97222222222223,0.0,0.0,0.0,0.0,1.7833333333333332,3.4,0.4
A-0baac2,2024-05-30,Enterprise,14,FinTech,DE,organic,False,1,124,Enterprise,29.0,5771.0,69252.0,annual,0.0,0.0,0.0,121,0.0,0.0,0.0,0.0,12.0,12.0,0.0,1.0,357.55555555555554,2.0,1.9375,5.0,0.0,1.8125,4.333333333333333,0.6666666666666666
A-bb1486,2024-11-05,Basic,41,HealthTech,US,organic,False,1,-35,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,30.0,10.0,3.0,3.0,90.0,10.0,11.0,8.0,286.3076923076923,0.0,0.0,0.0,0.0,0.4583333333333333,3.0,0.6666666666666666
A-560d27,2024-05-05,Pro,23,DevTools,US,organic,False,0,149,Enterprise,23.0,4577.0,54924.0,monthly,0.0,0.0,3.0,62,25.0,8.333333333333334,2.0,3.0,51.0,8.5,4.0,6.0,317.6111111111111,0.0,0.0,0.0,0.0,1.28125,3.6666666666666665,0.0
A-0b0d6d,2024-12-30,Pro,3,DevTools,US,organic,False,0,-90,NO_ACTIVE_SUB,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,19997,8.0,8.0,0.0,1.0,87.0,9.666666666666666,7.0,8.0,272.0181818181818,0.0,0.0,0.0,0.0,1.125,4.0,0.75
